detector,window,t_eq_cm,phi
D2,total,723.77,2.605889e-04
D2,total,725.73,2.603115e-04
D2,total,727.69,2.600344e-04
D2,total,729.65,2.597577e-04
D2,total,731.61,2.594813e-04
D2,total,733.57,2.592052e-04
D2,total,735.53,2.589294e-04
D2,total,737.50,2.586540e-04
D2,total,739.46,2.583789e-04
D2,total,741.42,2.581042e-04
D2,total,743.38,2.578297e-04
D2,total,745.34,2.575556e-04
D2,total,747.30,2.572818e-04
D2,total,749.26,2.570083e-04
D2,total,751.23,2.567352e-04
D2,total,753.19,2.564624e-04
D2,total,755.15,2.561899e-04
D2,total,757.11,2.559177e-04
D2,total,759.07,2.556458e-04
D2,total,761.03,2.553743e-04
D2,total,762.99,2.551030e-04
D2,total,764.96,2.548321e-04
D2,total,766.92,2.545615e-04
D2,total,768.88,2.542912e-04
D2,total,770.84,2.540213e-04
D2,total,772.80,2.537516e-04
D2,total,774.76,2.534823e-04
D2,total,776.72,2.532133e-04
D2,total,778.69,2.529445e-04
D2,total,780.65,2.526761e-04
D2,total,782.61,2.524080e-04
d1,wall,0.00,3.956373e-03
d1,wall,1.96,3.772043e-03
d1,wall,3.92,3.596761e-03
d1,wall,5.88,3.430083e-03
d1,wall,7.85,3.271584e-03
d1,wall,9.81,3.120863e-03
d1,wall,11.77,2.977536e-03
d1,wall,13.73,2.841240e-03
d1,wall,15.69,2.711628e-03
d1,wall,17.65,2.588372e-03
d1,wall,19.61,2.471159e-03
d1,wall,21.58,2.359692e-03
d1,wall,23.54,2.253689e-03
d1,wall,25.50,2.152879e-03
d1,wall,27.46,2.057008e-03
d1,wall,29.42,1.965833e-03
d1,wall,31.38,1.879123e-03
d1,wall,33.34,1.796658e-03
d1,wall,35.31,1.718230e-03
d1,wall,37.27,1.643639e-03
d1,wall,39.23,1.572698e-03
d1,wall,41.19,1.505226e-03
d1,wall,43.15,1.441053e-03
d1,wall,45.11,1.380017e-03
d1,wall,47.07,1.321964e-03
d1,wall,49.04,1.266747e-03
d1,wall,51.00,1.214226e-03
d1,wall,52.96,1.164269e-03
d1,wall,54.92,1.116750e-03
d1,wall,56.88,1.071549e-03
d1,wall,58.84,1.028552e-03
d1,wall,60.80,9.876511e-04
d1,wall,62.77,9.487429e-04
d1,wall,64.73,9.117296e-04
d1,wall,66.69,8.765180e-04
d1,wall,68.65,8.430196e-04
d1,wall,70.61,8.111503e-04
d1,wall,72.57,7.808301e-04
d1,wall,74.53,7.519827e-04
d1,wall,76.50,7.245360e-04
d1,wall,78.46,6.984211e-04
d1,wall,80.42,6.735725e-04
d1,wall,82.38,6.499282e-04
d1,wall,84.34,6.274290e-04
d1,wall,86.30,6.060187e-04
d1,wall,88.26,5.856438e-04
d1,wall,90.23,5.662535e-04
d1,wall,92.19,5.477995e-04
d1,wall,94.15,5.302358e-04
d1,wall,96.11,5.135188e-04
d1,wall,98.07,4.976070e-04
d1,wall,100.03,4.824608e-04
d1,wall,101.99,4.680427e-04
d1,wall,103.96,4.543169e-04
d1,wall,105.92,4.412496e-04
d1,wall,107.88,4.288085e-04
d1,wall,109.84,4.169629e-04
d1,wall,111.80,4.056835e-04
d1,wall,113.76,3.949428e-04
d1,wall,115.72,3.847141e-04
d1,wall,117.69,3.749726e-04
d1,wall,119.65,3.656943e-04
d1,wall,121.61,3.568566e-04
d1,wall,123.57,3.484378e-04
d1,wall,125.53,3.404176e-04
d1,wall,127.49,3.327763e-04
d1,wall,129.45,3.254955e-04
d1,wall,131.42,3.185575e-04
d1,wall,133.38,3.119456e-04
d1,wall,135.34,3.056438e-04
d1,wall,137.30,2.996370e-04
d1,wall,139.26,2.939107e-04
d1,wall,141.22,2.884514e-04
d1,wall,143.18,2.832458e-04
d1,wall,145.15,2.782817e-04
d1,wall,147.11,2.735473e-04
d1,wall,149.07,2.690313e-04
d1,wall,151.03,2.647231e-04
d1,wall,152.99,2.606126e-04
d1,wall,154.95,2.566902e-04
d1,wall,156.91,2.529466e-04
d1,wall,158.88,2.493732e-04
d1,wall,160.84,2.459618e-04
d1,wall,162.80,2.427043e-04
d1,wall,164.76,2.395934e-04
d1,wall,166.72,2.366219e-04
d1,wall,168.68,2.337830e-04
d1,wall,170.64,2.310703e-04
d1,wall,172.61,2.284777e-04
d1,wall,174.57,2.259993e-04
d1,wall,176.53,2.236297e-04
d1,wall,178.49,2.213634e-04
d1,wall,180.45,2.191957e-04
d1,wall,182.41,2.171215e-04
d1,wall,184.37,2.151365e-04
d1,wall,186.34,2.132364e-04
d1,wall,188.30,2.114169e-04
d1,wall,190.26,2.096743e-04
d1,wall,192.22,2.080048e-04
d1,wall,194.18,2.064049e-04
d1,wall,196.14,2.048713e-04
d1,wall,198.10,2.034007e-04
d1,wall,200.07,2.019901e-04
d1,wall,202.03,2.006367e-04
d1,wall,203.99,1.993376e-04
d1,wall,205.95,1.980904e-04
d1,wall,207.91,1.968924e-04
d1,wall,209.87,1.957414e-04
d1,wall,211.83,1.946351e-04
d1,wall,213.80,1.935714e-04
d1,wall,215.76,1.925481e-04
d1,wall,217.72,1.915635e-04
d1,wall,219.68,1.906157e-04
d1,wall,221.64,1.897028e-04
d1,wall,223.60,1.888233e-04
d1,wall,225.56,1.879755e-04
d1,wall,227.53,1.871581e-04
d1,wall,229.49,1.863694e-04
d1,wall,231.45,1.856082e-04
d1,wall,233.41,1.848732e-04
d1,wall,235.37,1.841631e-04
d1,wall,237.33,1.834767e-04
d1,wall,239.29,1.828131e-04
d1,wall,241.26,1.821709e-04
d1,wall,243.22,1.815494e-04
d1,wall,245.18,1.809475e-04
d1,wall,247.14,1.803643e-04
d1,wall,249.10,1.797988e-04
d1,wall,251.06,1.792504e-04
d1,wall,253.02,1.787182e-04
d1,wall,254.99,1.782015e-04
d1,wall,256.95,1.776995e-04
d1,wall,258.91,1.772116e-04
d1,wall,260.87,1.767370e-04
d1,wall,262.83,1.762753e-04
d1,wall,264.79,1.758258e-04
d1,wall,266.75,1.753880e-04
d1,wall,268.72,1.749613e-04
d1,wall,270.68,1.745452e-04
d1,wall,272.64,1.741393e-04
d1,wall,274.60,1.737430e-04
d1,wall,276.56,1.733560e-04
d1,wall,278.52,1.729778e-04
d1,wall,280.48,1.726081e-04
d1,wall,282.45,1.722464e-04
d1,wall,284.41,1.718925e-04
d1,wall,286.37,1.715459e-04
d1,wall,288.33,1.712063e-04
d1,wall,290.29,1.708735e-04
d1,wall,292.25,1.705471e-04
d1,wall,294.21,1.702269e-04
d1,wall,296.18,1.699125e-04
d1,wall,298.14,1.696038e-04
d1,wall,300.10,1.693005e-04
d1,wall,302.06,1.690023e-04
d1,wall,304.02,1.687091e-04
d1,wall,305.98,1.684206e-04
d1,wall,307.94,1.681366e-04
d1,wall,309.91,1.678570e-04
d1,wall,311.87,1.675815e-04
d1,wall,313.83,1.673101e-04
d1,wall,315.79,1.670424e-04
d1,wall,317.75,1.667784e-04
d1,wall,319.71,1.665179e-04
d1,wall,321.67,1.662608e-04
d1,wall,323.64,1.660070e-04
d1,wall,325.60,1.657562e-04
d1,wall,327.56,1.655084e-04
d1,wall,329.52,1.652635e-04
d1,wall,331.48,1.650214e-04
d1,wall,333.44,1.647818e-04
d1,wall,335.40,1.645449e-04
d1,wall,337.37,1.643103e-04
d1,wall,339.33,1.640782e-04
d1,wall,341.29,1.638483e-04
d1,wall,343.25,1.636205e-04
d1,wall,345.21,1.633949e-04
d1,wall,347.17,1.631713e-04
d1,wall,349.13,1.629496e-04
d1,wall,351.10,1.627298e-04
d1,wall,353.06,1.625118e-04
d1,wall,355.02,1.622956e-04
d1,wall,356.98,1.620810e-04
d1,wall,358.94,1.618681e-04
d1,wall,360.90,1.616567e-04
d1,wall,362.86,1.614468e-04
d1,wall,364.83,1.612384e-04
d1,wall,366.79,1.610314e-04
d1,wall,368.75,1.608258e-04
d1,wall,370.71,1.606215e-04
d1,wall,372.67,1.604185e-04
d1,wall,374.63,1.602167e-04
d1,wall,376.59,1.600162e-04
d1,wall,378.56,1.598168e-04
d1,wall,380.52,1.596185e-04
d1,wall,382.48,1.594213e-04
d1,wall,384.44,1.592251e-04
d1,wall,386.40,1.590300e-04
d1,wall,388.36,1.588359e-04
d1,wall,390.32,1.586428e-04
d1,wall,392.29,1.584506e-04
d1,wall,394.25,1.582593e-04
d1,wall,396.21,1.580689e-04
d1,wall,398.17,1.578793e-04
d1,wall,400.13,1.576906e-04
d1,wall,402.09,1.575028e-04
d1,wall,404.05,1.573157e-04
d1,wall,406.02,1.571294e-04
d1,wall,407.98,1.569438e-04
d1,wall,409.94,1.567590e-04
d1,wall,411.90,1.565749e-04
d1,wall,413.86,1.563916e-04
d1,wall,415.82,1.562089e-04
d1,wall,417.78,1.560268e-04
d1,wall,419.75,1.558455e-04
d1,wall,421.71,1.556647e-04
d1,wall,423.67,1.554846e-04
d1,wall,425.63,1.553051e-04
d1,wall,427.59,1.551262e-04
d1,wall,429.55,1.549479e-04
d1,wall,431.51,1.547701e-04
d1,wall,433.47,1.545929e-04
d1,wall,435.44,1.544163e-04
d1,wall,437.40,1.542402e-04
d1,wall,439.36,1.540646e-04
d1,wall,441.32,1.538896e-04
d1,wall,443.28,1.537150e-04
d1,wall,445.24,1.535410e-04
d1,wall,447.20,1.533674e-04
d1,wall,449.17,1.531943e-04
d1,wall,451.13,1.530217e-04
d1,wall,453.09,1.528496e-04
d1,wall,455.05,1.526779e-04
d1,wall,457.01,1.525066e-04
d1,wall,458.97,1.523358e-04
d1,wall,460.93,1.521655e-04
d1,wall,462.90,1.519955e-04
d1,wall,464.86,1.518260e-04
d1,wall,466.82,1.516569e-04
d1,wall,468.78,1.514882e-04
d1,wall,470.74,1.513199e-04
d1,wall,472.70,1.511520e-04
d1,wall,474.66,1.509844e-04
d1,wall,476.63,1.508173e-04
d1,wall,478.59,1.506505e-04
d1,wall,480.55,1.504842e-04
d1,wall,482.51,1.503181e-04
d1,wall,484.47,1.501525e-04
d1,wall,486.43,1.499872e-04
d1,wall,488.39,1.498222e-04
d1,wall,490.36,1.496576e-04
d1,wall,492.32,1.494934e-04
d1,wall,494.28,1.493295e-04
d1,wall,496.24,1.491659e-04
d1,wall,498.20,1.490026e-04
d1,wall,500.16,1.488397e-04
d1,wall,502.12,1.486771e-04
d1,wall,504.09,1.485148e-04
d1,wall,506.05,1.483529e-04
d1,wall,508.01,1.481912e-04
d1,wall,509.97,1.480299e-04
d1,wall,511.93,1.478689e-04
d1,wall,513.89,1.477082e-04
d1,wall,515.85,1.475477e-04
d1,wall,517.82,1.473876e-04
d1,wall,519.78,1.472278e-04
d1,wall,521.74,1.470683e-04
d1,wall,523.70,1.469090e-04
d1,wall,525.66,1.467501e-04
d1,wall,527.62,1.465914e-04
d1,wall,529.58,1.464330e-04
d1,wall,531.55,1.462749e-04
d1,wall,533.51,1.461170e-04
d1,wall,535.47,1.459594e-04
d1,wall,537.43,1.458021e-04
d1,wall,539.39,1.456451e-04
d1,wall,541.35,1.454884e-04
d1,wall,543.31,1.453318e-04
d1,wall,545.28,1.451756e-04
d1,wall,547.24,1.450196e-04
d1,wall,549.20,1.448639e-04
d1,wall,551.16,1.447084e-04
d1,wall,553.12,1.445532e-04
d1,wall,555.08,1.443983e-04
d1,wall,557.04,1.442436e-04
d1,wall,559.01,1.440891e-04
d1,wall,560.97,1.439349e-04
d1,wall,562.93,1.437809e-04
d1,wall,564.89,1.436272e-04
d1,wall,566.85,1.434737e-04
d1,wall,568.81,1.433204e-04
d1,wall,570.77,1.431674e-04
d1,wall,572.74,1.430146e-04
d1,wall,574.70,1.428621e-04
d1,wall,576.66,1.427098e-04
d1,wall,578.62,1.425577e-04
d1,wall,580.58,1.424059e-04
d1,wall,582.54,1.422542e-04
d1,wall,584.50,1.421028e-04
d1,wall,586.47,1.419517e-04
d1,wall,588.43,1.418007e-04
d1,wall,590.39,1.416500e-04
d1,wall,592.35,1.414995e-04
d1,wall,594.31,1.413492e-04
d1,wall,596.27,1.411991e-04
d1,wall,598.23,1.410493e-04
d1,wall,600.20,1.408996e-04
d1,wall,602.16,1.407502e-04
d1,wall,604.12,1.406010e-04
d1,wall,606.08,1.404520e-04
d1,wall,608.04,1.403032e-04
d1,wall,610.00,1.401547e-04
d1,wall,611.96,1.400063e-04
d1,wall,613.93,1.398582e-04
d1,wall,615.89,1.397102e-04
d1,wall,617.85,1.395625e-04
d1,wall,619.81,1.394149e-04
d1,wall,621.77,1.392676e-04
d1,wall,623.73,1.391205e-04
d1,wall,625.69,1.389735e-04
d1,wall,627.66,1.388268e-04
d1,wall,629.62,1.386803e-04
d1,wall,631.58,1.385339e-04
d1,wall,633.54,1.383878e-04
d1,wall,635.50,1.382418e-04
d1,wall,637.46,1.380961e-04
d1,wall,639.42,1.379505e-04
d1,wall,641.39,1.378052e-04
d1,wall,643.35,1.376600e-04
d1,wall,645.31,1.375151e-04
d1,wall,647.27,1.373703e-04
d1,wall,649.23,1.372257e-04
d1,wall,651.19,1.370813e-04
d1,wall,653.15,1.369371e-04
d1,wall,655.12,1.367931e-04
d1,wall,657.08,1.366492e-04
d1,wall,659.04,1.365056e-04
d1,wall,661.00,1.363621e-04
d1,wall,662.96,1.362188e-04
d1,wall,664.92,1.360757e-04
d1,wall,666.88,1.359328e-04
d1,wall,668.85,1.357901e-04
d1,wall,670.81,1.356476e-04
d1,wall,672.77,1.355052e-04
d1,wall,674.73,1.353630e-04
d1,wall,676.69,1.352210e-04
d1,wall,678.65,1.350792e-04
d1,wall,680.61,1.349375e-04
d1,wall,682.58,1.347961e-04
d1,wall,684.54,1.346548e-04
d1,wall,686.50,1.345137e-04
d1,wall,688.46,1.343727e-04
d1,wall,690.42,1.342320e-04
d1,wall,692.38,1.340914e-04
d1,wall,694.34,1.339510e-04
d1,wall,696.31,1.338108e-04
d1,wall,698.27,1.336707e-04
d1,wall,700.23,1.335308e-04
d1,wall,702.19,1.333911e-04
d1,wall,704.15,1.332515e-04
d1,wall,706.11,1.331122e-04
d1,wall,708.07,1.329730e-04
d1,wall,710.04,1.328339e-04
d1,wall,712.00,1.326951e-04
d1,wall,713.96,1.325564e-04
d1,wall,715.92,1.324178e-04
d1,wall,717.88,1.322795e-04
d1,wall,719.84,1.321413e-04
d1,wall,721.80,1.320032e-04
d1,wall,723.77,1.318654e-04
d1,wall,725.73,1.317277e-04
d1,wall,727.69,1.315902e-04
d1,wall,729.65,1.314528e-04
d1,wall,731.61,1.313156e-04
d1,wall,733.57,1.311786e-04
d1,wall,735.53,1.310417e-04
d1,wall,737.50,1.309050e-04
d1,wall,739.46,1.307684e-04
d1,wall,741.42,1.306320e-04
d1,wall,743.38,1.304958e-04
d1,wall,745.34,1.303598e-04
d1,wall,747.30,1.302239e-04
d1,wall,749.26,1.300881e-04
d1,wall,751.23,1.299525e-04
d1,wall,753.19,1.298171e-04
d1,wall,755.15,1.296819e-04
d1,wall,757.11,1.295468e-04
d1,wall,759.07,1.294118e-04
d1,wall,761.03,1.292770e-04
d1,wall,762.99,1.291424e-04
d1,wall,764.96,1.290079e-04
d1,wall,766.92,1.288736e-04
d1,wall,768.88,1.287395e-04
d1,wall,770.84,1.286055e-04
d1,wall,772.80,1.284716e-04
d1,wall,774.76,1.283379e-04
d1,wall,776.72,1.282044e-04
d1,wall,778.69,1.280710e-04
d1,wall,780.65,1.279378e-04
d1,wall,782.61,1.278047e-04
d1,peak,0.00,6.249807e-03
d1,peak,1.96,5.958630e-03
d1,peak,3.92,5.681746e-03
d1,peak,5.88,5.418453e-03
d1,peak,7.85,5.168080e-03
d1,peak,9.81,4.929993e-03
d1,peak,11.77,4.703586e-03
d1,peak,13.73,4.488286e-03
d1,peak,15.69,4.283544e-03
d1,peak,17.65,4.088843e-03
d1,peak,19.61,3.903688e-03
d1,peak,21.58,3.727609e-03
d1,peak,23.54,3.560160e-03
d1,peak,25.50,3.400916e-03
d1,peak,27.46,3.249473e-03
d1,peak,29.42,3.105449e-03
d1,peak,31.38,2.968477e-03
d1,peak,33.34,2.838211e-03
d1,peak,35.31,2.714321e-03
d1,peak,37.27,2.596494e-03
d1,peak,39.23,2.484431e-03
d1,peak,41.19,2.377849e-03
d1,peak,43.15,2.276479e-03
d1,peak,45.11,2.180064e-03
d1,peak,47.07,2.088360e-03
d1,peak,49.04,2.001135e-03
d1,peak,51.00,1.918171e-03
d1,peak,52.96,1.839256e-03
d1,peak,54.92,1.764193e-03
d1,peak,56.88,1.692791e-03
d1,peak,58.84,1.624871e-03
d1,peak,60.80,1.560262e-03
d1,peak,62.77,1.498800e-03
d1,peak,64.73,1.440332e-03
d1,peak,66.69,1.384710e-03
d1,peak,68.65,1.331795e-03
d1,peak,70.61,1.281452e-03
d1,peak,72.57,1.233557e-03
d1,peak,74.53,1.187988e-03
d1,peak,76.50,1.144632e-03
d1,peak,78.46,1.103379e-03
d1,peak,80.42,1.064127e-03
d1,peak,82.38,1.026777e-03
d1,peak,84.34,9.912366e-04
d1,peak,86.30,9.574157e-04
d1,peak,88.26,9.252305e-04
d1,peak,90.23,8.946006e-04
d1,peak,92.19,8.654497e-04
d1,peak,94.15,8.377052e-04
d1,peak,96.11,8.112982e-04
d1,peak,98.07,7.861630e-04
d1,peak,100.03,7.622373e-04
d1,peak,101.99,7.394617e-04
d1,peak,103.96,7.177798e-04
d1,peak,105.92,6.971381e-04
d1,peak,107.88,6.774854e-04
d1,peak,109.84,6.587735e-04
d1,peak,111.80,6.409560e-04
d1,peak,113.76,6.239893e-04
d1,peak,115.72,6.078317e-04
d1,peak,117.69,5.924435e-04
d1,peak,119.65,5.777870e-04
d1,peak,121.61,5.638264e-04
d1,peak,123.57,5.505277e-04
d1,peak,125.53,5.378585e-04
d1,peak,127.49,5.257880e-04
d1,peak,129.45,5.142869e-04
d1,peak,131.42,5.033273e-04
d1,peak,133.38,4.928827e-04
d1,peak,135.34,4.829281e-04
d1,peak,137.30,4.734394e-04
d1,peak,139.26,4.643940e-04
d1,peak,141.22,4.557700e-04
d1,peak,143.18,4.475471e-04
d1,peak,145.15,4.397055e-04
d1,peak,147.11,4.322268e-04
d1,peak,149.07,4.250931e-04
d1,peak,151.03,4.182877e-04
d1,peak,152.99,4.117945e-04
d1,peak,154.95,4.055984e-04
d1,peak,156.91,3.996849e-04
d1,peak,158.88,3.940403e-04
d1,peak,160.84,3.886513e-04
d1,peak,162.80,3.835057e-04
d1,peak,164.76,3.785915e-04
d1,peak,166.72,3.738975e-04
d1,peak,168.68,3.694131e-04
d1,peak,170.64,3.651280e-04
d1,peak,172.61,3.610326e-04
d1,peak,174.57,3.571176e-04
d1,peak,176.53,3.533744e-04
d1,peak,178.49,3.497945e-04
d1,peak,180.45,3.463702e-04
d1,peak,182.41,3.430938e-04
d1,peak,184.37,3.399582e-04
d1,peak,186.34,3.369566e-04
d1,peak,188.30,3.340825e-04
d1,peak,190.26,3.313298e-04
d1,peak,192.22,3.286925e-04
d1,peak,194.18,3.261653e-04
d1,peak,196.14,3.237426e-04
d1,peak,198.10,3.214196e-04
d1,peak,200.07,3.191914e-04
d1,peak,202.03,3.170534e-04
d1,peak,203.99,3.150014e-04
d1,peak,205.95,3.130312e-04
d1,peak,207.91,3.111388e-04
d1,peak,209.87,3.093207e-04
d1,peak,211.83,3.075731e-04
d1,peak,213.80,3.058927e-04
d1,peak,215.76,3.042764e-04
d1,peak,217.72,3.027210e-04
d1,peak,219.68,3.012237e-04
d1,peak,221.64,2.997817e-04
d1,peak,223.60,2.983924e-04
d1,peak,225.56,2.970533e-04
d1,peak,227.53,2.957619e-04
d1,peak,229.49,2.945161e-04
d1,peak,231.45,2.933137e-04
d1,peak,233.41,2.921526e-04
d1,peak,235.37,2.910309e-04
d1,peak,237.33,2.899467e-04
d1,peak,239.29,2.888983e-04
d1,peak,241.26,2.878840e-04
d1,peak,243.22,2.869022e-04
d1,peak,245.18,2.859514e-04
d1,peak,247.14,2.850301e-04
d1,peak,249.10,2.841370e-04
d1,peak,251.06,2.832707e-04
d1,peak,253.02,2.824300e-04
d1,peak,254.99,2.816137e-04
d1,peak,256.95,2.808207e-04
d1,peak,258.91,2.800500e-04
d1,peak,260.87,2.793004e-04
d1,peak,262.83,2.785710e-04
d1,peak,264.79,2.778610e-04
d1,peak,266.75,2.771694e-04
d1,peak,268.72,2.764953e-04
d1,peak,270.68,2.758380e-04
d1,peak,272.64,2.751968e-04
d1,peak,274.60,2.745709e-04
d1,peak,276.56,2.739595e-04
d1,peak,278.52,2.733621e-04
d1,peak,280.48,2.727781e-04
d1,peak,282.45,2.722068e-04
d1,peak,284.41,2.716476e-04
d1,peak,286.37,2.711001e-04
d1,peak,288.33,2.705638e-04
d1,peak,290.29,2.700380e-04
d1,peak,292.25,2.695224e-04
d1,peak,294.21,2.690165e-04
d1,peak,296.18,2.685200e-04
d1,peak,298.14,2.680323e-04
d1,peak,300.10,2.675532e-04
d1,peak,302.06,2.670822e-04
d1,peak,304.02,2.666190e-04
d1,peak,305.98,2.661633e-04
d1,peak,307.94,2.657147e-04
d1,peak,309.91,2.652730e-04
d1,peak,311.87,2.648379e-04
d1,peak,313.83,2.644090e-04
d1,peak,315.79,2.639862e-04
d1,peak,317.75,2.635692e-04
d1,peak,319.71,2.631578e-04
d1,peak,321.67,2.627516e-04
d1,peak,323.64,2.623506e-04
d1,peak,325.60,2.619545e-04
d1,peak,327.56,2.615631e-04
d1,peak,329.52,2.611762e-04
d1,peak,331.48,2.607937e-04
d1,peak,333.44,2.604153e-04
d1,peak,335.40,2.600410e-04
d1,peak,337.37,2.596705e-04
d1,peak,339.33,2.593038e-04
d1,peak,341.29,2.589406e-04
d1,peak,343.25,2.585808e-04
d1,peak,345.21,2.582244e-04
d1,peak,347.17,2.578712e-04
d1,peak,349.13,2.575210e-04
d1,peak,351.10,2.571738e-04
d1,peak,353.06,2.568295e-04
d1,peak,355.02,2.564879e-04
d1,peak,356.98,2.561489e-04
d1,peak,358.94,2.558126e-04
d1,peak,360.90,2.554787e-04
d1,peak,362.86,2.551472e-04
d1,peak,364.83,2.548180e-04
d1,peak,366.79,2.544910e-04
d1,peak,368.75,2.541662e-04
d1,peak,370.71,2.538435e-04
d1,peak,372.67,2.535228e-04
d1,peak,374.63,2.532041e-04
d1,peak,376.59,2.528872e-04
d1,peak,378.56,2.525722e-04
d1,peak,380.52,2.522590e-04
d1,peak,382.48,2.519475e-04
d1,peak,384.44,2.516377e-04
d1,peak,386.40,2.513295e-04
d1,peak,388.36,2.510228e-04
d1,peak,390.32,2.507177e-04
d1,peak,392.29,2.504141e-04
d1,peak,394.25,2.501119e-04
d1,peak,396.21,2.498112e-04
d1,peak,398.17,2.495118e-04
d1,peak,400.13,2.492137e-04
d1,peak,402.09,2.489169e-04
d1,peak,404.05,2.486214e-04
d1,peak,406.02,2.483271e-04
d1,peak,407.98,2.480340e-04
d1,peak,409.94,2.477421e-04
d1,peak,411.90,2.474513e-04
d1,peak,413.86,2.471616e-04
d1,peak,415.82,2.468730e-04
d1,peak,417.78,2.465855e-04
d1,peak,419.75,2.462989e-04
d1,peak,421.71,2.460134e-04
d1,peak,423.67,2.457289e-04
d1,peak,425.63,2.454454e-04
d1,peak,427.59,2.451628e-04
d1,peak,429.55,2.448811e-04
d1,peak,431.51,2.446003e-04
d1,peak,433.47,2.443204e-04
d1,peak,435.44,2.440414e-04
d1,peak,437.40,2.437632e-04
d1,peak,439.36,2.434859e-04
d1,peak,441.32,2.432093e-04
d1,peak,443.28,2.429336e-04
d1,peak,445.24,2.426587e-04
d1,peak,447.20,2.423845e-04
d1,peak,449.17,2.421111e-04
d1,peak,451.13,2.418384e-04
d1,peak,453.09,2.415665e-04
d1,peak,455.05,2.412953e-04
d1,peak,457.01,2.410248e-04
d1,peak,458.97,2.407550e-04
d1,peak,460.93,2.404859e-04
d1,peak,462.90,2.402174e-04
d1,peak,464.86,2.399496e-04
d1,peak,466.82,2.396825e-04
d1,peak,468.78,2.394160e-04
d1,peak,470.74,2.391501e-04
d1,peak,472.70,2.388849e-04
d1,peak,474.66,2.386202e-04
d1,peak,476.63,2.383562e-04
d1,peak,478.59,2.380928e-04
d1,peak,480.55,2.378300e-04
d1,peak,482.51,2.375677e-04
d1,peak,484.47,2.373060e-04
d1,peak,486.43,2.370449e-04
d1,peak,488.39,2.367843e-04
d1,peak,490.36,2.365243e-04
d1,peak,492.32,2.362649e-04
d1,peak,494.28,2.360059e-04
d1,peak,496.24,2.357475e-04
d1,peak,498.20,2.354897e-04
d1,peak,500.16,2.352323e-04
d1,peak,502.12,2.349755e-04
d1,peak,504.09,2.347191e-04
d1,peak,506.05,2.344633e-04
d1,peak,508.01,2.342080e-04
d1,peak,509.97,2.339531e-04
d1,peak,511.93,2.336988e-04
d1,peak,513.89,2.334449e-04
d1,peak,515.85,2.331915e-04
d1,peak,517.82,2.329385e-04
d1,peak,519.78,2.326861e-04
d1,peak,521.74,2.324340e-04
d1,peak,523.70,2.321825e-04
d1,peak,525.66,2.319314e-04
d1,peak,527.62,2.316807e-04
d1,peak,529.58,2.314305e-04
d1,peak,531.55,2.311807e-04
d1,peak,533.51,2.309314e-04
d1,peak,535.47,2.306825e-04
d1,peak,537.43,2.304340e-04
d1,peak,539.39,2.301860e-04
d1,peak,541.35,2.299383e-04
d1,peak,543.31,2.296911e-04
d1,peak,545.28,2.294443e-04
d1,peak,547.24,2.291979e-04
d1,peak,549.20,2.289519e-04
d1,peak,551.16,2.287064e-04
d1,peak,553.12,2.284612e-04
d1,peak,555.08,2.282164e-04
d1,peak,557.04,2.279720e-04
d1,peak,559.01,2.277280e-04
d1,peak,560.97,2.274844e-04
d1,peak,562.93,2.272412e-04
d1,peak,564.89,2.269983e-04
d1,peak,566.85,2.267559e-04
d1,peak,568.81,2.265138e-04
d1,peak,570.77,2.262721e-04
d1,peak,572.74,2.260307e-04
d1,peak,574.70,2.257898e-04
d1,peak,576.66,2.255492e-04
d1,peak,578.62,2.253089e-04
d1,peak,580.58,2.250691e-04
d1,peak,582.54,2.248296e-04
d1,peak,584.50,2.245904e-04
d1,peak,586.47,2.243516e-04
d1,peak,588.43,2.241132e-04
d1,peak,590.39,2.238751e-04
d1,peak,592.35,2.236373e-04
d1,peak,594.31,2.233999e-04
d1,peak,596.27,2.231629e-04
d1,peak,598.23,2.229262e-04
d1,peak,600.20,2.226898e-04
d1,peak,602.16,2.224538e-04
d1,peak,604.12,2.222181e-04
d1,peak,606.08,2.219827e-04
d1,peak,608.04,2.217477e-04
d1,peak,610.00,2.215130e-04
d1,peak,611.96,2.212786e-04
d1,peak,613.93,2.210446e-04
d1,peak,615.89,2.208109e-04
d1,peak,617.85,2.205775e-04
d1,peak,619.81,2.203444e-04
d1,peak,621.77,2.201117e-04
d1,peak,623.73,2.198793e-04
d1,peak,625.69,2.196472e-04
d1,peak,627.66,2.194154e-04
d1,peak,629.62,2.191839e-04
d1,peak,631.58,2.189528e-04
d1,peak,633.54,2.187219e-04
d1,peak,635.50,2.184914e-04
d1,peak,637.46,2.182612e-04
d1,peak,639.42,2.180312e-04
d1,peak,641.39,2.178016e-04
d1,peak,643.35,2.175723e-04
d1,peak,645.31,2.173433e-04
d1,peak,647.27,2.171146e-04
d1,peak,649.23,2.168862e-04
d1,peak,651.19,2.166581e-04
d1,peak,653.15,2.164303e-04
d1,peak,655.12,2.162028e-04
d1,peak,657.08,2.159756e-04
d1,peak,659.04,2.157487e-04
d1,peak,661.00,2.155221e-04
d1,peak,662.96,2.152957e-04
d1,peak,664.92,2.150697e-04
d1,peak,666.88,2.148439e-04
d1,peak,668.85,2.146185e-04
d1,peak,670.81,2.143933e-04
d1,peak,672.77,2.141684e-04
d1,peak,674.73,2.139438e-04
d1,peak,676.69,2.137195e-04
d1,peak,678.65,2.134955e-04
