id,場所,シリアル,live_s,wall_lo,wall_hi,wall_peak,wall_e_lo_kev,wall_e_hi_kev,wall_kev_per_ch,wall_counts,wall_cps,wall_bg_counts,wall_bg_cps,wall_net_counts,wall_net_cps,wall_net_cps_err,wall_net_valid,wall_warning,wall_bg_mode,wall_sb_hi
D1_20260818_1552_kanri2f,D1_20260818_1552_管理棟2階,1715,1335.366,85,366,343,191.0,764.0,2.227405247813411,1030.0,0.7713241163845718,526.4,0.39419904355809565,503.6,0.37712507282647606,0.029543387896719807,1,,sideband_right,367–381
D1_20260818_1730_linac,D1_20260818_1730_linac,1715,4208.884,85,366,341,191.0,764.0,2.2404692082111435,512.0,0.12164744858732149,206.79999999999998,0.049134164780972815,305.20000000000005,0.07251328380634868,0.006369965464835893,1,,sideband_right,367–381
d1_20260819_1520_kanri2f,d1_20260819_1520_管理棟2階,2162,76826.197,97,408,389,191.0,764.0,1.9640102827763497,15554.0,0.2024569822192292,83.2,0.0010829639270052637,15470.8,0.20137401829222393,0.0016276842452315717,1,,sideband_right,409–423
D1_20260819_0832_kanri2f,D1_20260819_0832_管理棟2階,1715,52246.972,85,366,342,191.0,764.0,2.2339181286549707,41810.0,0.800237763061178,22729.199999999997,0.43503382358694387,19080.800000000003,0.3652039394742341,0.0048623997805346325,1,,sideband_right,367–381
D1_20260819_1344_kanri1f,D1_20260819_1344_管理棟1階,1715,17482.328,84,366,339,191.0,764.0,2.253687315634218,10274.0,0.5876791695019107,5660.0,0.32375550899170863,4614.0,0.26392366051020205,0.0072204313351623495,1,,sideband_right,367–381
D1_20260819_1530_ground,D1_20260819_1530_地上,1715,4748.053,85,366,340,191.0,764.0,2.2470588235294118,3089.0,0.650582459799838,1128.0,0.23757106333901495,1961.0,0.413011396460823,0.013676854993029118,1,,sideband_right,367–381
D1_20260819_1854_hoshasenBT,D1_20260819_1854_放射線棟BT,1715,9583.863,97,404,388,191.0,764.0,1.9690721649484537,1420.0,0.1481657239883333,1889.0666666666668,0.19710910586541847,-469.06666666666683,-0.04894338187708514,0.00600222348121691,0,NET<=0（壁効果窓または右側帯背景を確認）,sideband_right,405–419
d2_20260819_1859_hoshasenBT,d2_20260819_1859_放射線棟BT,2162,9540.474,96,408,384,191.0,764.0,1.9895833333333333,192.0,0.02012478625275851,0.0,0.0,192.0,0.02012478625275851,0.0014523813450517257,1,,sideband_right,409–423
d2_20260820_0807_PF,d2_20260820_0807_PF,2162,45746.327,125,511,503,191.0,764.0,1.5188866799204772,1110.0,0.024264243116174117,0.0,0.0,1110.0,0.024264243116174117,0.0007282915303323777,1,右側帯が取れず GROSS を NET として使用,none_gross,511–511
D1_20260820_0807_PF,D1_20260820_0807_PF,1715,45702.849,60,366,242,191.0,764.0,3.15702479338843,16496.0,0.36094029936733263,368.4,0.008060766627480925,16127.6,0.35287953273985173,0.002841464100839974,1,,sideband_right,367–381
D1_20260820_1939_KEKB,D1_20260820_1939_KEKB,1715,39007.479,96,403,387,191.0,764.0,1.9741602067183464,2616.0,0.0670640622532925,2340.7999999999997,0.06000900493979628,275.2000000000003,0.007055057313496221,0.0018048986274609993,1,,sideband_right,404–418
