地点,CPS,CPS_統計誤差,相対_地上1,相対_統計誤差,土_cm,コンクリート_cm,鉄_cm,質量厚さ_X,等価コンクリート_cm,等価コンクリート_系統誤差_cm,系統_厚さ寄与_cm,系統_密度寄与_cm,理論_A0exp_相対,理論_A0exp_CPS,備考
地上,0.05586751,0.00283748,1.000000,0.071827,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,1.000000,0.055868,"基準（屋外）; 系統=√(厚さ²+密度²) δt_c=max(5.0cm,5%t) δt_s=10% δt_fe=max(5.0cm,5%t) δρ_c=0.1 δρ_s=15% δρ_fe=0.3"
linac,0.00762503,0.00074127,0.136484,0.014970,0.0,150.0,0.0,345.00,150.0,9.94,7.50,6.52,0.021742,0.001215,"X=345.00; 系統=√(厚さ²+密度²) δt_c=max(5.0cm,5%t) δt_s=10% δt_fe=max(5.0cm,5%t) δρ_c=0.1 δρ_s=15% δρ_fe=0.3"
Linac3,0.00877015,0.00049216,0.156981,0.011882,0.0,300.0,0.0,690.00,300.0,19.88,15.00,13.04,0.000473,0.000026,"ATF 加速管区間（コンクリート 300 cm のみ）; 系統=√(厚さ²+密度²) δt_c=max(5.0cm,5%t) δt_s=10% δt_fe=max(5.0cm,5%t) δρ_c=0.1 δρ_s=15% δρ_fe=0.3"
BT,0.01270028,0.00124389,0.227328,0.025081,220.0,60.0,0.0,435.00,189.1,23.95,13.85,19.54,0.008008,0.000447,"土はロームのみ（220 cm < 3.5 m）; 系統=√(厚さ²+密度²) δt_c=max(5.0cm,5%t) δt_s=10% δt_fe=max(5.0cm,5%t) δρ_c=0.1 δρ_s=15% δρ_fe=0.3"
KEKB,0.00593356,0.00042892,0.106208,0.009383,670.0,80.0,0.0,1208.50,525.4,80.53,44.82,66.91,0.000001,0.000000,"ローム3.5 m + 常総2.0 m + 下総1.2 m + コンクリ80 cm（Book5の117.25は桁誤り）; 系統=√(厚さ²+密度²) δt_c=max(5.0cm,5%t) δt_s=10% δt_fe=max(5.0cm,5%t) δρ_c=0.1 δρ_s=15% δρ_fe=0.3"
